total,ds,scene,siteset,media,ocpa_type
2,201902040340,1,28,0,302
2,201902040345,2,28,0,108
14,201902040345,1,28,0,0
1,201902040345,12,28,4,0
2,201902040345,10,28,0,104
2,201902040345,4,28,0,105
2,201902040345,28,28,0,0
2,201902040345,14,28,4,0
1,201902040345,16,28,0,108
1,201902040350,28,28,0,104
4,201902040350,10,28,0,0
4,201902040350,1,28,0,104
2,201902040400,10,28,0,204
2,201902040400,4,28,0,315
2,201902040400,14,28,0,302
2,201902040400,1,28,0,106
1,201902040400,16,28,0,405
1,201902040400,8,28,0,315
1,201902040405,4,28,0,108
1,201902040405,1,28,4,204
3,201902040405,2,28,0,105
1,201902040405,12,28,0,204
2,201902040405,13,28,0,104
2,201902040410,14,28,0,105
1,201902040410,16,28,0,204
1,201902040410,10,28,0,405
1,201902040410,12,28,0,105
4,201902040415,1,28,0,405
2,201902040420,8,28,0,204
1,201902040420,14,28,0,108
3,201902040420,4,28,0,204
4,201902040420,30,28,0,0
1,201902040425,8,28,0,302
4,201902040425,2,28,0,104
1,201902040425,14,28,0,315
2,201902040425,4,28,0,302
4,201902040430,1,28,0,204
1,201902040430,30,28,0,105
1,201902040435,8,28,0,108
1,201902040435,16,28,0,105
2,201902040435,14,28,0,204
2,201902040435,13,28,0,104
1,201902040435,12,28,0,204
3,201902040440,12,28,0,0
2,201902040440,1,28,4,0
4,201902040445,4,28,0,104
1,201902040445,10,28,0,105
2,201902040445,14,28,0,405
4,201902040455,14,28,0,0
2,201902040455,1,28,4,0
2,201902040500,14,28,0,405
1,201902040500,10,28,0,105
4,201902040500,4,28,0,104
2,201902040510,16,28,0,104
1,201902040510,4,28,0,302
1,201902040510,14,28,0,315
1,201902040510,13,28,0,105
1,201902040510,8,28,0,302
2,201902040515,16,28,0,204
2,201902040515,14,28,0,105
1,201902040525,16,28,0,108
1,201902040525,14,28,4,0
2,201902040525,8,28,0,105
14,201902040525,1,28,0,0
1,201902040525,2,28,0,108
1,201902040530,8,28,0,315
2,201902040530,2,28,0,405
1,201902040535,16,28,0,108
1,201902040535,14,28,4,0
2,201902040535,8,28,0,105
1,201902040540,16,28,0,204
2,201902040540,14,28,0,105
3,201902040550,2,28,0,204
1,201902040550,12,28,0,105
2,201902040550,14,28,0,105
2,201902040550,16,28,0,204
1,201902040555,12,28,0,105
4,201902040555,2,28,0,204
1,201902040600,4,28,0,106
4,201902040600,1,28,0,315
2,201902040600,30,28,0,104
2,201902040605,14,28,0,104
2,201902040605,4,28,0,405
1,201902040615,10,28,0,105
4,201902040615,4,28,0,104
2,201902040615,14,28,0,405
11,201902040620,2,28,0,0
2,201902040620,1,28,0,108
1,201902040625,12,28,0,105
3,201902040625,2,28,0,204
2,201902040630,14,28,0,405
4,201902040630,4,28,0,104
1,201902040630,10,28,0,105
2,201902040630,8,28,0,104
2,201902040635,30,28,0,104
3,201902040635,1,28,0,315
1,201902040635,4,28,0,106
4,201902040640,1,28,0,104
1,201902040645,14,28,0,108
2,201902040645,8,28,0,204
1,201902040650,8,28,0,315
3,201902040650,2,28,0,405
2,201902040650,10,28,0,204
1,201902040655,28,28,0,105
9,201902040655,4,28,0,0
1,201902040655,30,28,0,204
4,201902040655,1,28,0,105
2,201902040700,14,28,0,104
1,201902040700,13,28,0,204
3,201902040700,4,28,0,405
1,201902040705,2,28,0,315
2,201902040705,8,28,0,405
2,201902040705,12,28,0,104
1,201902040710,8,28,0,315
3,201902040710,2,28,0,405
2,201902040715,16,28,0,405
2,201902040715,1,28,0,106
1,201902040715,14,28,0,302
1,201902040715,4,28,0,315
2,201902040715,10,28,0,204
2,201902040720,10,28,0,405
2,201902040720,14,28,0,105
2,201902040720,16,28,0,204
3,201902040730,2,28,0,405
1,201902040730,8,28,0,315
1,201902040730,4,28,0,315
2,201902040730,1,28,0,106
2,201902040730,14,28,0,302
1,201902040730,16,28,0,405
3,201902040740,2,28,0,405
1,201902040740,8,28,0,315
4,201902040745,14,28,0,0
3,201902040745,12,28,0,0
1,201902040750,12,28,0,105
2,201902040750,30,28,0,402
4,201902040750,2,28,0,204
1,201902040755,14,28,0,108
2,201902040755,8,28,0,204
2,201902040800,8,28,0,104
1,201902040800,1,28,4,405
1,201902040800,2,28,0,302
1,201902040800,13,28,0,108
2,201902040805,4,28,0,108
1,201902040805,1,28,0,402
1,201902040805,12,28,0,204
3,201902040805,2,28,0,105
1,201902040805,1,28,4,204
4,201902040810,14,28,0,0
1,201902040815,2,28,0,108
16,201902040815,1,28,0,0
1,201902040815,12,28,4,0
2,201902040815,28,28,0,0
2,201902040815,10,28,0,104
4,201902040815,4,28,0,105
1,201902040815,14,28,4,0
1,201902040815,16,28,0,108
2,201902040820,4,28,0,315
1,201902040820,14,28,0,302
2,201902040820,1,28,0,106
2,201902040820,16,28,0,405
2,201902040820,10,28,0,204
4,201902040825,1,28,0,302
3,201902040825,13,28,0,0
2,201902040825,10,28,0,402
2,201902040830,10,28,0,204
2,201902040830,4,28,0,315
2,201902040830,1,28,0,106
2,201902040830,14,28,0,302
2,201902040830,16,28,0,405
2,201902040835,14,28,0,405
4,201902040835,4,28,0,104
1,201902040835,10,28,0,105
2,201902040835,8,28,0,104
4,201902040840,10,28,0,0
1,201902040840,28,28,0,104
4,201902040840,1,28,0,104
2,201902040845,10,28,0,402
4,201902040855,1,28,0,108
10,201902040855,2,28,0,0
4,201902040900,1,28,0,405
2,201902040905,14,28,0,405
4,201902040905,4,28,0,104
1,201902040905,10,28,0,105
2,201902040905,8,28,0,104
4,201902040910,1,28,0,108
11,201902040910,2,28,0,0
1,201902040910,28,28,0,108
4,201902040910,16,28,0,0
4,201902040915,1,28,0,405
2,201902040920,8,28,0,204
2,201902040920,14,28,0,108
3,201902040920,4,28,0,204
3,201902040920,30,28,0,0
3,201902040925,1,28,0,315
2,201902040925,30,28,0,104
1,201902040925,4,28,0,106
4,201902040930,16,28,0,0
1,201902040930,28,28,0,108
1,201902040935,4,28,0,106
2,201902040935,1,28,0,315
2,201902040935,30,28,0,104
4,201902040940,16,28,0,0
2,201902040945,13,28,0,104
2,201902040945,14,28,0,204
2,201902040945,16,28,0,105
1,201902040945,8,28,0,108
4,201902040950,2,28,0,104
1,201902040950,8,28,0,302
1,201902040950,13,28,0,105
2,201902040955,14,28,0,105
2,201902040955,16,28,0,204
1,201902040955,10,28,0,405
1,201902040955,12,28,0,105
4,201902041000,1,28,0,104
1,201902041000,28,28,0,104
5,201902041000,10,28,0,0
4,201902041005,1,28,0,302
1,201902041005,14,28,0,106
3,201902041005,13,28,0,0
1,201902041005,14,28,4,302
2,201902041005,10,28,0,402
1,201902041010,14,28,4,405
1,201902041015,14,28,4,204
2,201902041015,14,28,0,402
4,201902041020,1,28,0,104
5,201902041020,10,28,0,0
1,201902041020,28,28,0,104
4,201902041025,4,28,0,405
2,201902041025,14,28,0,104
1,201902041025,2,28,0,315
2,201902041030,14,28,0,105
2,201902041030,16,28,0,204
1,201902041030,10,28,0,405
1,201902041030,12,28,0,105
4,201902041035,1,28,0,105
1,201902041035,28,28,0,105
2,201902041035,2,28,0,402
11,201902041035,4,28,0,0
1,201902041035,30,28,0,204
6,201902041035,8,28,0,0
15,201902041040,1,28,0,0
2,201902041040,2,28,0,108
1,201902041040,12,28,4,0
3,201902041040,4,28,0,105
2,201902041040,10,28,0,104
2,201902041040,28,28,0,0
1,201902041040,16,28,0,108
2,201902041040,14,28,4,0
2,201902041050,14,28,0,105
2,201902041050,16,28,0,204
1,201902041050,10,28,0,405
1,201902041050,12,28,0,105
2,201902041055,2,28,0,402
1,201902041055,28,28,0,105
1,201902041055,30,28,0,204
9,201902041055,4,28,0,0
4,201902041055,1,28,0,105
2,201902041100,2,28,0,108
15,201902041100,1,28,0,0
1,201902041100,12,28,4,0
2,201902041100,10,28,0,104
4,201902041100,4,28,0,105
3,201902041100,28,28,0,0
2,201902041100,14,28,4,0
1,201902041100,16,28,0,108
4,201902041105,4,28,0,405
1,201902041105,13,28,0,204
2,201902041105,14,28,0,104
1,201902041105,2,28,0,315
4,201902041110,2,28,0,405
1,201902041110,8,28,0,315
2,201902041110,14,28,0,302
2,201902041110,1,28,0,106
2,201902041110,4,28,0,315
4,201902041120,30,28,0,0
3,201902041120,4,28,0,204
1,201902041120,12,28,0,108
1,201902041125,28,28,0,204
1,201902041125,30,28,0,105
4,201902041125,1,28,0,204
1,201902041125,12,28,4,204
1,201902041130,10,28,0,105
4,201902041130,4,28,0,104
2,201902041130,14,28,0,405
1,201902041135,14,28,4,405
4,201902041140,4,28,0,104
1,201902041140,10,28,0,105
2,201902041140,14,28,0,405
1,201902041140,13,28,0,108
2,201902041145,14,28,0,104
4,201902041145,4,28,0,405
2,201902041145,13,28,0,204
2,201902041145,12,28,0,104
2,201902041145,8,28,0,405
2,201902041150,14,28,0,105
2,201902041150,16,28,0,204
1,201902041150,10,28,0,405
1,201902041150,30,28,0,402
2,201902041155,28,28,0,0
2,201902041155,10,28,0,104
3,201902041155,4,28,0,105
1,201902041155,2,28,0,108
17,201902041155,1,28,0,0
1,201902041155,12,28,4,0
2,201902041200,13,28,0,104
2,201902041200,14,28,0,204
2,201902041200,16,28,0,105
1,201902041200,8,28,0,108
1,201902041205,8,28,0,315
4,201902041205,2,28,0,405
2,201902041205,10,28,0,204
4,201902041210,2,28,0,204
1,201902041210,30,28,0,402
1,201902041210,12,28,0,105
2,201902041210,16,28,0,204
1,201902041215,8,28,0,315
4,201902041215,2,28,0,405
5,201902041220,8,28,0,0
2,201902041220,2,28,0,402
1,201902041220,28,28,0,105
2,201902041220,30,28,0,204
9,201902041220,4,28,0,0
2,201902041225,14,28,0,105
2,201902041225,16,28,0,204
1,201902041225,10,28,0,405
1,201902041225,12,28,0,105
3,201902041235,4,28,0,105
2,201902041235,10,28,0,104
2,201902041235,28,28,0,0
16,201902041235,1,28,0,0
2,201902041235,2,28,0,108
1,201902041235,12,28,4,0
4,201902041240,2,28,0,104
1,201902041240,8,28,0,302
1,201902041240,13,28,0,105
4,201902041245,14,28,0,0
4,201902041250,14,28,0,0
3,201902041250,12,28,0,0
4,201902041255,1,28,0,104
2,201902041300,10,28,0,402
1,201902041300,14,28,4,302
1,201902041300,30,28,0,405
1,201902041310,28,28,0,104
4,201902041310,10,28,0,0
1,201902041315,14,28,4,0
2,201902041315,16,28,0,108
2,201902041315,8,28,0,105
5,201902041320,8,28,0,0
4,201902041325,16,28,0,0
4,201902041325,1,28,0,108
10,201902041325,2,28,0,0
2,201902041330,14,28,0,104
2,201902041330,13,28,0,204
4,201902041330,4,28,0,405
1,201902041335,14,28,4,302
2,201902041335,10,28,0,402
4,201902041335,1,28,0,302
2,201902041340,8,28,0,105
2,201902041340,14,28,4,0
2,201902041340,16,28,0,108
1,201902041340,12,28,4,0
5,201902041350,8,28,0,0
3,201902041355,13,28,0,0
4,201902041355,1,28,0,302
2,201902041400,8,28,0,104
2,201902041400,2,28,0,302
1,201902041400,1,28,4,405
1,201902041400,13,28,0,108
2,201902041405,30,28,0,104
2,201902041405,1,28,0,315
1,201902041405,4,28,0,106
1,201902041410,2,28,0,106
1,201902041410,14,28,4,405
4,201902041415,4,28,0,405
2,201902041415,13,28,0,204
2,201902041415,14,28,0,104
1,201902041415,2,28,0,315
1,201902041420,12,28,0,108
3,201902041420,4,28,0,204
3,201902041420,30,28,0,0
2,201902041420,14,28,0,108
1,201902041425,14,28,0,402
1,201902041425,14,28,4,204
1,201902041425,30,28,0,105
1,201902041425,28,28,0,204
2,201902041430,13,28,0,104
1,201902041430,8,28,0,108
2,201902041430,16,28,0,105
2,201902041430,14,28,0,204
3,201902041430,4,28,0,108
1,201902041435,12,28,0,105
1,201902041435,30,28,0,402
4,201902041435,2,28,0,204
1,201902041440,13,28,0,108
2,201902041440,8,28,0,104
2,201902041440,2,28,0,302
1,201902041440,1,28,4,405
1,201902041440,10,28,0,105
4,201902041440,4,28,0,104
1,201902041445,13,28,0,108
1,201902041445,1,28,4,405
2,201902041445,2,28,0,302
2,201902041445,8,28,0,104
4,201902041450,4,28,0,204
3,201902041450,30,28,0,0
1,201902041450,12,28,0,108
2,201902041455,10,28,0,402
1,201902041455,14,28,4,302
2,201902041500,13,28,0,204
3,201902041500,4,28,0,405
2,201902041500,14,28,0,104
1,201902041505,12,28,0,105
4,201902041505,2,28,0,204
1,201902041505,30,28,0,402
2,201902041505,10,28,0,405
4,201902041510,1,28,0,405
2,201902041515,12,28,0,104
2,201902041515,8,28,0,405
1,201902041515,2,28,0,315
2,201902041515,14,28,0,104
1,201902041520,14,28,4,405
1,201902041520,2,28,0,106
1,201902041525,30,28,0,405
3,201902041525,13,28,0,0
4,201902041525,1,28,0,302
4,201902041530,14,28,0,0
1,201902041530,,28,,0
3,201902041535,12,28,0,0
2,201902041535,1,28,4,0
4,201902041540,1,28,0,405
4,201902041545,1,28,0,405
1,201902041550,4,28,0,106
2,201902041550,30,28,0,104
4,201902041550,1,28,0,315
3,201902041555,4,28,0,105
2,201902041555,10,28,0,104
2,201902041555,28,28,0,0
1,201902041555,12,28,4,0
17,201902041555,1,28,0,0
1,201902041555,2,28,0,108
3,201902041600,4,28,0,108
1,201902041600,1,28,0,402
3,201902041600,2,28,0,105
1,201902041600,1,28,4,204
2,201902041600,12,28,0,204
2,201902041600,13,28,0,104
1,201902041605,28,28,0,104
4,201902041605,10,28,0,0
2,201902041610,14,28,0,108
2,201902041610,8,28,0,204
4,201902041615,4,28,0,104
1,201902041615,10,28,0,105
2,201902041615,14,28,0,405
2,201902041620,14,28,0,104
3,201902041620,4,28,0,405
2,201902041620,13,28,0,204
2,201902041620,8,28,0,405
2,201902041620,12,28,0,104
3,201902041625,4,28,0,105
2,201902041625,10,28,0,104
2,201902041625,28,28,0,0
1,201902041625,12,28,4,0
16,201902041625,1,28,0,0
2,201902041625,2,28,0,108
4,201902041630,2,28,0,204
1,201902041630,30,28,0,402
1,201902041630,12,28,0,105
2,201902041630,16,28,0,204
2,201902041630,14,28,0,105
1,201902041635,14,28,0,315
2,201902041635,4,28,0,302
1,201902041635,13,28,0,105
2,201902041635,16,28,0,104
2,201902041640,8,28,0,105
2,201902041640,14,28,4,0
1,201902041640,16,28,0,108
1,201902041640,12,28,4,0
2,201902041645,8,28,0,105
2,201902041645,14,28,4,0
1,201902041645,16,28,0,108
2,201902041645,10,28,0,104
4,201902041645,4,28,0,105
2,201902041645,28,28,0,0
2,201902041650,8,28,0,204
2,201902041650,14,28,0,108
1,201902041650,12,28,0,108
2,201902041655,30,28,0,104
2,201902041655,1,28,0,315
1,201902041655,4,28,0,106
6,201902041700,8,28,0,0
4,201902041700,1,28,0,105
2,201902041705,16,28,0,204
2,201902041705,14,28,0,105
1,201902041705,10,28,0,405
4,201902041705,2,28,0,204
1,201902041705,30,28,0,402
4,201902041710,14,28,0,0
4,201902041715,1,28,0,405
1,201902041715,2,28,0,106
1,201902041720,4,28,0,106
2,201902041720,1,28,0,315
2,201902041720,30,28,0,104
2,201902041725,14,28,4,0
1,201902041725,16,28,0,108
2,201902041725,8,28,0,105
1,201902041725,2,28,0,108
15,201902041725,1,28,0,0
3,201902041730,13,28,0,0
4,201902041730,1,28,0,302
4,201902041735,1,28,0,405
4,201902041740,1,28,0,104
1,201902041740,28,28,0,104
4,201902041740,10,28,0,0
4,201902041745,1,28,0,405
3,201902041750,12,28,0,0
2,201902041750,1,28,4,0
2,201902041755,13,28,0,104
1,201902041755,8,28,0,108
2,201902041755,14,28,0,204
2,201902041755,16,28,0,105
1,201902041755,1,28,0,402
3,201902041755,4,28,0,108
2,201902041800,1,28,4,0
4,201902041800,12,28,0,0
3,201902041805,12,28,0,0
2,201902041805,1,28,4,0
2,201902041810,14,28,0,302
2,201902041810,1,28,0,106
1,201902041810,4,28,0,315
2,201902041810,16,28,0,405
2,201902041810,10,28,0,204
1,201902041810,1,28,4,302
3,201902041810,2,28,0,405
2,201902041815,14,28,0,405
1,201902041815,10,28,0,105
4,201902041815,4,28,0,104
2,201902041815,8,28,0,104
2,201902041820,16,28,0,204
2,201902041820,14,28,0,105
1,201902041820,10,28,0,405
4,201902041820,2,28,0,204
1,201902041820,30,28,0,402
1,201902041825,13,28,0,108
2,201902041825,8,28,0,104
2,201902041825,2,28,0,302
1,201902041825,1,28,4,405
4,201902041825,4,28,0,104
1,201902041825,10,28,0,105
2,201902041830,14,28,0,104
2,201902041830,13,28,0,204
4,201902041830,4,28,0,405
3,201902041835,13,28,0,0
4,201902041835,1,28,0,302
4,201902041840,1,28,0,302
3,201902041840,13,28,0,0
2,201902041840,10,28,0,402
1,201902041845,30,28,0,402
4,201902041845,2,28,0,204
1,201902041845,12,28,0,105
2,201902041845,14,28,0,105
2,201902041855,14,28,0,104
2,201902041855,13,28,0,204
4,201902041855,4,28,0,405
4,201902041905,1,28,0,105
2,201902041905,2,28,0,402
1,201902041905,28,28,0,105
1,201902041905,30,28,0,204
9,201902041905,4,28,0,0
3,201902041910,13,28,0,0
1,201902041910,30,28,0,405
4,201902041910,1,28,0,302
1,201902041910,14,28,0,106
4,201902041915,1,28,0,405
4,201902041920,30,28,0,0
4,201902041920,4,28,0,204
1,201902041920,12,28,0,108
2,201902041925,10,28,0,402
2,201902041930,10,28,0,405
2,201902041930,14,28,0,105
2,201902041930,16,28,0,204
2,201902041935,8,28,0,104
1,201902041935,1,28,4,405
1,201902041935,2,28,0,302
1,201902041935,13,28,0,108
1,201902041940,10,28,0,405
2,201902041940,14,28,0,105
2,201902041940,16,28,0,204
4,201902041945,14,28,0,0
2,201902041945,1,28,4,0
4,201902041950,1,28,0,104
1,201902041950,28,28,0,104
4,201902041950,10,28,0,0
1,201902041955,12,28,0,108
4,201902041955,30,28,0,0
4,201902041955,4,28,0,204
2,201902041955,14,28,0,108
1,201902042000,13,28,0,108
2,201902042000,2,28,0,302
1,201902042000,1,28,4,405
2,201902042000,8,28,0,104
1,201902042010,8,28,0,315
4,201902042010,2,28,0,405
1,201902042010,1,28,4,302
2,201902042010,10,28,0,204
4,201902042015,14,28,0,0
4,201902042020,4,28,0,104
1,201902042020,10,28,0,105
2,201902042020,14,28,0,405
4,201902042025,1,28,0,405
2,201902042030,8,28,0,204
2,201902042030,14,28,0,108
1,201902042030,12,28,0,108
4,201902042035,4,28,0,104
1,201902042035,10,28,0,105
2,201902042035,14,28,0,405
1,201902042035,13,28,0,108
1,201902042040,28,28,0,104
4,201902042040,10,28,0,0
4,201902042040,1,28,0,104
1,201902042045,14,28,0,106
4,201902042045,1,28,0,302
3,201902042045,13,28,0,0
1,201902042045,30,28,0,405
2,201902042045,10,28,0,402
4,201902042055,2,28,0,104
1,201902042055,8,28,0,302
1,201902042055,13,28,0,105
6,201902042100,8,28,0,0
4,201902042105,2,28,0,405
1,201902042105,1,28,4,302
1,201902042105,8,28,0,315
2,201902042105,16,28,0,405
2,201902042105,1,28,0,106
2,201902042105,14,28,0,302
2,201902042105,4,28,0,315
5,201902042110,8,28,0,0
9,201902042110,4,28,0,0
2,201902042110,30,28,0,204
1,201902042110,28,28,0,105
2,201902042110,2,28,0,402
3,201902042115,4,28,0,108
2,201902042115,12,28,0,204
3,201902042115,2,28,0,105
1,201902042115,1,28,4,204
1,201902042120,1,28,4,204
3,201902042120,2,28,0,105
2,201902042120,12,28,0,204
1,201902042120,1,28,0,402
3,201902042120,4,28,0,108
2,201902042120,14,28,0,204
2,201902042120,16,28,0,105
1,201902042125,28,28,0,108
4,201902042125,1,28,0,108
10,201902042125,2,28,0,0
2,201902042130,10,28,0,402
2,201902042135,14,28,0,108
2,201902042135,8,28,0,204
4,201902042140,1,28,0,108
10,201902042140,2,28,0,0
1,201902042140,28,28,0,108
4,201902042140,16,28,0,0
1,201902042145,30,28,0,105
1,201902042145,28,28,0,204
4,201902042145,1,28,0,204
1,201902042145,12,28,4,204
1,201902042150,8,28,0,302
4,201902042150,2,28,0,104
1,201902042155,14,28,0,106
4,201902042155,1,28,0,302
3,201902042155,13,28,0,0
1,201902042155,30,28,0,405
2,201902042155,10,28,0,402
1,201902042155,14,28,4,302
2,201902042200,16,28,0,104
1,201902042200,14,28,0,315
2,201902042200,4,28,0,302
1,201902042200,13,28,0,105
1,201902042200,8,28,0,302
3,201902042205,12,28,0,0
2,201902042205,1,28,4,0
1,201902042210,,28,,0
2,201902042210,1,28,4,0
3,201902042210,12,28,0,0
1,201902042215,2,28,0,315
2,201902042215,12,28,0,104
2,201902042215,8,28,0,405
2,201902042215,13,28,0,204
4,201902042220,14,28,0,0
2,201902042220,1,28,4,0
1,201902042225,2,28,0,106
1,201902042225,14,28,4,405
1,201902042230,2,28,0,106
1,201902042230,14,28,4,405
1,201902042235,8,28,0,302
4,201902042235,2,28,0,104
2,201902042240,10,28,0,104
4,201902042240,4,28,0,105
2,201902042240,28,28,0,0
1,201902042240,2,28,0,108
17,201902042240,1,28,0,0
1,201902042240,12,28,4,0
1,201902042245,13,28,0,108
2,201902042245,8,28,0,104
2,201902042245,2,28,0,302
1,201902042245,1,28,4,405
4,201902042245,4,28,0,104
4,201902042250,1,28,0,104
4,201902042255,2,28,0,204
1,201902042255,12,28,0,105
1,201902042300,12,28,0,105
4,201902042300,2,28,0,204
1,201902042305,13,28,0,108
2,201902042305,8,28,0,104
1,201902042305,2,28,0,302
1,201902042305,1,28,4,405
1,201902042305,10,28,0,105
4,201902042305,4,28,0,104
4,201902042310,1,28,0,108
10,201902042310,2,28,0,0
1,201902042310,28,28,0,108
4,201902042310,16,28,0,0
4,201902042315,1,28,0,405
1,201902042320,28,28,0,204
1,201902042320,30,28,0,105
4,201902042320,1,28,0,204
1,201902042320,12,28,4,204
4,201902042325,4,28,0,104
1,201902042325,10,28,0,105
2,201902042325,14,28,0,405
1,201902042325,13,28,0,108
1,201902042330,13,28,0,105
3,201902042330,4,28,0,302
1,201902042330,14,28,0,315
2,201902042330,16,28,0,104
4,201902042340,1,28,0,302
1,201902042340,14,28,0,106
3,201902042340,13,28,0,0
2,201902042340,10,28,0,402
1,201902042345,14,28,4,204
1,201902042350,14,28,4,302
2,201902042350,10,28,0,402
2,201902042355,8,28,0,405
2,201902042355,12,28,0,104
1,201902042355,2,28,0,315
2,201902050000,13,28,0,104
2,201902050000,16,28,0,105
2,201902050000,14,28,0,204
1,201902050000,8,28,0,108
1,201902050005,14,28,0,108
2,201902050005,8,28,0,204
1,201902050010,13,28,0,204
3,201902050010,4,28,0,405
2,201902050010,14,28,0,104
1,201902050015,28,28,0,108
4,201902050015,1,28,0,108
11,201902050015,2,28,0,0
4,201902050020,2,28,0,405
1,201902050020,8,28,0,315
1,201902050020,16,28,0,405
2,201902050020,4,28,0,315
2,201902050020,1,28,0,106
2,201902050025,10,28,0,402
3,201902050025,13,28,0,0
4,201902050030,2,28,0,104
1,201902050030,8,28,0,302
1,201902050035,8,28,0,315
4,201902050035,2,28,0,405
2,201902050035,10,28,0,204
2,201902050040,10,28,0,405
2,201902050040,16,28,0,204
2,201902050040,14,28,0,105
1,201902050045,14,28,4,204
1,201902050045,28,28,0,204
1,201902050045,30,28,0,105
2,201902050050,10,28,0,402
1,201902050050,30,28,0,405
3,201902050055,1,28,0,302
3,201902050055,13,28,0,0
2,201902050055,30,28,0,405
1,201902050055,10,28,0,402
4,201902050100,4,28,0,104
1,201902050100,10,28,0,105
2,201902050100,14,28,0,405
1,201902050100,13,28,0,108
2,201902050105,1,28,0,106
3,201902050105,4,28,0,315
2,201902050105,10,28,0,204
4,201902050105,2,28,0,405
4,201902050305,2,28,0,204
1,201902050305,12,28,0,105
2,201902050305,14,28,0,105
2,201902050305,16,28,0,204
1,201902050315,8,28,0,315
2,201902050315,2,28,0,405
2,201902050320,2,28,0,405
1,201902050320,8,28,0,315
2,201902050325,12,28,0,204
1,201902050325,1,28,4,204
3,201902050325,2,28,0,105
1,201902050325,1,28,0,402
2,201902050325,4,28,0,108
1,201902050325,8,28,0,108
4,201902050330,14,28,0,0
1,201902050330,,28,,0
2,201902050335,2,28,0,405
1,201902050335,8,28,0,315
4,201902050340,10,28,0,0
1,201902050340,28,28,0,104
4,201902050340,1,28,0,104
2,201902050345,14,28,0,105
2,201902050345,16,28,0,204
4,201902050345,2,28,0,204
1,201902050350,14,28,4,204
1,201902050350,30,28,0,105
1,201902050350,28,28,0,204
2,201902050400,10,28,0,402
4,201902050405,16,28,0,0
1,201902050410,14,28,0,108
2,201902050410,8,28,0,204
4,201902050415,2,28,0,104
1,201902050415,8,28,0,302
2,201902050415,16,28,0,104
1,201902050420,2,28,0,315
2,201902050420,12,28,0,104
2,201902050420,8,28,0,405
3,201902050420,4,28,0,405
2,201902050425,1,28,0,108
10,201902050425,2,28,0,0
1,201902050425,4,28,0,402
2,201902050430,30,28,0,104
4,201902050430,1,28,0,315
1,201902050435,1,28,0,302
3,201902050435,13,28,0,0
4,201902050440,10,28,0,0
1,201902050440,28,28,0,104
4,201902050440,1,28,0,104
4,201902050445,14,28,0,0
1,201902050445,,28,,0
10,201902050450,2,28,0,0
2,201902050450,1,28,0,108
5,201902050455,8,28,0,0
1,201902050505,4,28,0,302
2,201902050505,14,28,0,315
1,201902050505,13,28,0,105
2,201902050505,16,28,0,104
1,201902050510,8,28,0,315
2,201902050510,2,28,0,405
2,201902050510,10,28,0,204
2,201902050520,8,28,0,104
1,201902050520,1,28,4,405
1,201902050525,14,28,4,204
4,201902050525,1,28,0,204
4,201902050530,2,28,0,104
1,201902050530,8,28,0,302
1,201902050530,13,28,0,105
1,201902050535,12,28,4,0
14,201902050535,1,28,0,0
1,201902050535,2,28,0,108
3,201902050535,4,28,0,105
2,201902050535,10,28,0,104
2,201902050535,28,28,0,0
2,201902050535,8,28,0,105
4,201902050540,14,28,0,0
3,201902050545,4,28,0,204
4,201902050545,30,28,0,0
1,201902050550,14,28,4,0
1,201902050550,16,28,0,108
2,201902050550,8,28,0,105
1,201902050550,2,28,0,108
14,201902050550,1,28,0,0
2,201902050555,14,28,0,104
3,201902050555,4,28,0,405
2,201902050555,8,28,0,405
2,201902050555,12,28,0,104
1,201902050600,12,28,0,105
4,201902050600,2,28,0,204
1,201902050605,14,28,4,204
1,201902050605,30,28,0,105
1,201902050605,28,28,0,204
1,201902050610,14,28,4,204
4,201902050615,1,28,0,405
1,201902050620,4,28,0,402
10,201902050620,2,28,0,0
2,201902050620,1,28,0,108
1,201902050625,4,28,0,402
4,201902050625,1,28,0,108
10,201902050625,2,28,0,0
1,201902050630,1,28,4,405
2,201902050630,8,28,0,104
2,201902050630,14,28,0,405
2,201902050635,14,28,4,0
1,201902050635,16,28,0,108
2,201902050635,8,28,0,105
1,201902050635,2,28,0,108
14,201902050635,1,28,0,0
1,201902050640,,28,,0
2,201902050640,1,28,4,0
3,201902050640,12,28,0,0
1,201902050645,10,28,0,405
2,201902050645,16,28,0,204
2,201902050645,14,28,0,105
4,201902050650,1,28,0,405
1,201902050655,13,28,0,204
3,201902050655,4,28,0,405
2,201902050655,14,28,0,104
2,201902050700,8,28,0,405
2,201902050700,12,28,0,104
2,201902050700,2,28,0,315
2,201902050700,14,28,0,104
2,201902050705,8,28,0,104
1,201902050705,2,28,0,302
1,201902050705,1,28,4,405
1,201902050710,8,28,0,302
4,201902050710,2,28,0,104
2,201902050710,4,28,0,302
2,201902050710,14,28,0,315
1,201902050715,13,28,0,105
2,201902050715,4,28,0,302
2,201902050715,14,28,0,315
2,201902050715,16,28,0,104
4,201902050720,1,28,0,405
1,201902050725,1,28,4,0
3,201902050725,12,28,0,0
4,201902050725,14,28,0,0
1,201902050730,13,28,0,105
2,201902050730,14,28,0,315
2,201902050730,4,28,0,302
2,201902050730,16,28,0,104
4,201902050735,30,28,0,0
4,201902050735,4,28,0,204
2,201902050735,8,28,0,204
4,201902050740,1,28,0,315
